fid,ssim
1420.258056640625,-0.03555711514757435
1432.137451171875,-0.010990474449936467
1257.7791748046875,0.015074482703155367
1270.481689453125,0.03055598168393774
1077.53564453125,0.0028800165508656448
1664.0091552734375,-0.039198731702851555
1800.0716552734375,-6.667139820628716e-05
1704.3175048828125,-0.015325591734218064
